call id,agent,date,time,topic,answered (Y/N),resolved,speed of answer in seconds,avgtalkduration,satisfaction rating
ID3701,Joe,3/6/2021,10:40:48,Payment related,Y,Y,117,396,3
ID3702,Dan,3/6/2021,10:40:48,Payment related,Y,Y,71,192,1
ID3703,Martha,3/6/2021,10:45:07,Admin Support,Y,Y,23,305,4
ID3704,Joe,3/6/2021,10:45:07,Admin Support,N,N,,0,
ID3705,Dan,3/6/2021,11:02:24,Technical Support,Y,Y,116,52,4
ID3706,Jim,3/6/2021,11:02:24,Contract related,Y,Y,52,406,4
ID3707,Martha,3/6/2021,11:21:07,Admin Support,Y,Y,106,112,5
ID3708,Joe,3/6/2021,11:21:07,Contract related,N,N,,0,
ID3709,Martha,3/6/2021,11:25:26,Admin Support,Y,Y,48,201,1
ID3710,Dan,3/6/2021,11:25:26,Payment related,Y,Y,93,398,2
ID3711,Martha,3/6/2021,11:28:19,Payment related,Y,Y,106,54,5
ID3712,Joe,3/6/2021,11:28:19,Streaming,N,N,,0,
ID3713,Becky,3/6/2021,12:07:12,Admin Support,Y,Y,33,292,4
ID3714,Joe,3/6/2021,12:07:12,Admin Support,Y,Y,18,150,5
ID3715,Joe,3/6/2021,12:18:43,Technical Support,Y,Y,118,336,4
ID3716,Martha,3/6/2021,12:18:43,Payment related,N,N,,0,
ID3717,Stewart,3/6/2021,12:46:05,Admin Support,Y,Y,55,211,3
ID3718,Greg,3/6/2021,12:46:05,Contract related,N,N,,0,
ID3719,Jim,3/6/2021,13:22:05,Admin Support,Y,Y,35,222,3
ID3720,Joe,3/6/2021,13:22:05,Streaming,Y,Y,10,262,2
ID3721,Jim,3/6/2021,13:32:10,Contract related,Y,Y,114,196,3
ID3722,Jim,3/6/2021,13:32:10,Streaming,Y,Y,85,121,4
ID3723,Greg,3/6/2021,13:42:14,Contract related,N,N,,0,
ID3724,Becky,3/6/2021,13:42:14,Admin Support,Y,Y,84,366,3
ID3725,Jim,3/6/2021,13:46:34,Technical Support,N,N,,0,
ID3726,Greg,3/6/2021,13:46:34,Streaming,Y,Y,73,132,3
ID3727,Becky,3/6/2021,13:49:26,Admin Support,Y,Y,22,285,4
ID3728,Diane,3/6/2021,13:49:26,Admin Support,Y,Y,102,209,5
ID3729,Diane,3/6/2021,14:25:26,Streaming,Y,Y,14,199,3
ID3730,Greg,3/6/2021,14:25:26,Admin Support,N,N,,0,
ID3731,Becky,3/6/2021,14:28:19,Streaming,N,N,,0,
ID3732,Jim,3/6/2021,14:28:19,Payment related,Y,Y,66,190,1
ID3733,Becky,3/6/2021,16:10:34,Contract related,Y,Y,57,203,5
ID3734,Dan,3/6/2021,16:10:34,Payment related,Y,Y,40,317,4
ID3735,Jim,3/6/2021,16:27:50,Contract related,Y,Y,90,168,4
ID3736,Diane,3/6/2021,16:27:50,Technical Support,Y,Y,74,84,4
ID3737,Diane,3/6/2021,16:32:10,Streaming,Y,Y,65,389,3
ID3738,Jim,3/6/2021,16:32:10,Payment related,Y,Y,125,42,5
ID3739,Diane,3/6/2021,16:35:02,Contract related,N,N,,0,
ID3740,Dan,3/6/2021,16:35:02,Technical Support,Y,N,71,362,5
ID3741,Stewart,3/6/2021,16:40:48,Contract related,Y,Y,37,121,1
ID3742,Greg,3/6/2021,16:40:48,Technical Support,Y,Y,119,379,4
ID3743,Martha,3/6/2021,16:49:26,Admin Support,Y,Y,22,83,4
ID3744,Dan,3/6/2021,16:49:26,Technical Support,Y,Y,76,72,5
ID3745,Greg,3/6/2021,17:15:22,Admin Support,N,N,,0,
ID3746,Martha,3/6/2021,17:15:22,Streaming,Y,N,125,296,5
ID3747,Diane,3/6/2021,17:18:14,Payment related,Y,N,34,233,1
ID3748,Diane,3/6/2021,17:18:14,Admin Support,Y,Y,121,388,3
ID3749,Diane,3/6/2021,17:22:34,Technical Support,N,N,,0,
ID3750,Greg,3/6/2021,17:22:34,Payment related,N,N,,0,
ID3751,Martha,3/6/2021,17:22:34,Streaming,Y,Y,17,122,1
ID3752,Dan,3/6/2021,17:22:34,Contract related,Y,Y,65,323,1
ID3753,Stewart,3/7/2021,9:59:02,Technical Support,Y,Y,65,267,5
ID3754,Jim,3/7/2021,9:59:02,Payment related,N,N,,0,
ID3755,Martha,3/7/2021,10:01:55,Payment related,Y,Y,96,406,1
ID3756,Diane,3/7/2021,10:01:55,Contract related,Y,Y,23,414,4
ID3757,Martha,3/7/2021,10:58:05,Technical Support,N,N,,0,
ID3758,Joe,3/7/2021,10:58:05,Admin Support,N,N,,0,
ID3759,Jim,3/7/2021,12:01:26,Payment related,Y,Y,105,120,4
ID3760,Dan,3/7/2021,12:01:26,Admin Support,N,N,,0,
ID3761,Jim,3/7/2021,12:07:12,Streaming,Y,Y,42,116,5
ID3762,Jim,3/7/2021,12:07:12,Admin Support,Y,Y,79,127,4
ID3763,Diane,3/7/2021,12:21:36,Contract related,N,N,,0,
ID3764,Martha,3/7/2021,12:21:36,Payment related,Y,Y,35,62,5
ID3765,Martha,3/7/2021,12:33:07,Payment related,Y,Y,70,404,4
ID3766,Becky,3/7/2021,12:33:07,Admin Support,Y,Y,104,388,4
ID3767,Greg,3/7/2021,13:06:14,Admin Support,Y,Y,103,131,3
ID3768,Greg,3/7/2021,13:06:14,Streaming,N,N,,0,
ID3769,Becky,3/7/2021,13:20:38,Payment related,Y,Y,22,379,3
ID3770,Stewart,3/7/2021,13:20:38,Contract related,Y,Y,48,350,2
ID3771,Becky,3/7/2021,13:40:48,Payment related,N,N,,0,
ID3772,Stewart,3/7/2021,13:40:48,Technical Support,Y,Y,12,152,3
ID3773,Joe,3/7/2021,13:46:34,Technical Support,Y,Y,16,276,3
ID3774,Joe,3/7/2021,13:46:34,Contract related,Y,Y,116,241,2
ID3775,Greg,3/7/2021,13:52:19,Admin Support,N,N,,0,
ID3776,Greg,3/7/2021,13:52:19,Admin Support,Y,Y,25,143,2
ID3777,Greg,3/7/2021,13:53:46,Admin Support,Y,Y,30,275,4
ID3778,Joe,3/7/2021,13:53:46,Technical Support,N,N,,0,
ID3779,Jim,3/7/2021,14:35:31,Technical Support,Y,Y,29,235,2
ID3780,Jim,3/7/2021,14:35:31,Payment related,Y,Y,23,196,4
ID3781,Stewart,3/7/2021,14:42:43,Contract related,Y,Y,11,310,5
ID3782,Martha,3/7/2021,14:42:43,Contract related,Y,Y,114,156,3
ID3783,Jim,3/7/2021,15:25:55,Streaming,Y,Y,27,53,3
ID3784,Dan,3/7/2021,15:25:55,Streaming,Y,Y,64,207,3
ID3785,Becky,3/7/2021,15:30:14,Admin Support,Y,Y,59,220,2
ID3786,Martha,3/7/2021,15:30:14,Technical Support,N,N,,0,
ID3787,Joe,3/7/2021,15:36:00,Payment related,Y,Y,10,206,5
ID3788,Martha,3/7/2021,15:36:00,Admin Support,Y,Y,84,100,2
ID3789,Diane,3/7/2021,15:59:02,Contract related,N,N,,0,
ID3790,Jim,3/7/2021,15:59:02,Admin Support,N,N,,0,
ID3791,Dan,3/7/2021,16:24:58,Admin Support,N,N,,0,
ID3792,Greg,3/7/2021,16:24:58,Admin Support,Y,N,56,67,5
ID3793,Diane,3/7/2021,16:43:41,Technical Support,N,N,,0,
ID3794,Jim,3/7/2021,16:43:41,Payment related,Y,Y,119,389,4
ID3795,Diane,3/7/2021,16:46:34,Streaming,Y,Y,19,143,3
ID3796,Jim,3/7/2021,16:46:34,Contract related,Y,Y,96,321,4
ID3797,Joe,3/7/2021,16:58:05,Admin Support,Y,Y,13,97,5
ID3798,Becky,3/7/2021,16:58:05,Admin Support,Y,N,22,349,5
ID3799,Stewart,3/7/2021,17:15:22,Streaming,N,N,,0,
ID3800,Dan,3/7/2021,17:15:22,Technical Support,N,N,,0,
ID3801,Dan,3/8/2021,9:07:12,Admin Support,Y,Y,43,204,3
ID3802,Martha,3/8/2021,9:07:12,Contract related,Y,Y,39,239,2
ID3803,Diane,3/8/2021,9:57:36,Technical Support,Y,Y,26,99,5
ID3804,Becky,3/8/2021,9:57:36,Streaming,Y,Y,27,254,2
ID3805,Diane,3/8/2021,10:24:58,Payment related,Y,Y,72,420,5
ID3806,Dan,3/8/2021,10:24:58,Contract related,Y,Y,77,31,4
ID3807,Martha,3/8/2021,10:29:17,Admin Support,Y,Y,119,51,3
ID3808,Diane,3/8/2021,10:29:17,Contract related,Y,Y,30,113,4
ID3809,Becky,3/8/2021,10:36:29,Payment related,Y,Y,112,226,4
ID3810,Jim,3/8/2021,10:36:29,Admin Support,Y,Y,34,317,2
ID3811,Greg,3/8/2021,11:19:41,Technical Support,Y,Y,99,85,3
ID3812,Greg,3/8/2021,11:19:41,Admin Support,N,N,,0,
ID3813,Jim,3/8/2021,11:22:34,Admin Support,Y,Y,40,168,4
ID3814,Martha,3/8/2021,11:22:34,Streaming,Y,Y,55,198,3
ID3815,Greg,3/8/2021,12:23:02,Admin Support,Y,Y,79,85,3
ID3816,Greg,3/8/2021,12:23:02,Technical Support,Y,Y,67,231,3
ID3817,Stewart,3/8/2021,12:25:55,Admin Support,Y,Y,68,67,4
ID3818,Joe,3/8/2021,12:25:55,Streaming,Y,N,69,388,5
ID3819,Dan,3/8/2021,13:07:41,Technical Support,N,N,,0,
ID3820,Dan,3/8/2021,13:07:41,Payment related,Y,Y,29,155,3
ID3821,Dan,3/8/2021,13:10:34,Technical Support,Y,N,62,322,3
ID3822,Stewart,3/8/2021,13:10:34,Payment related,Y,Y,109,319,4
ID3823,Martha,3/8/2021,13:33:36,Payment related,Y,Y,59,270,3
ID3824,Joe,3/8/2021,13:33:36,Technical Support,Y,Y,51,181,4
ID3825,Greg,3/8/2021,13:46:34,Streaming,Y,Y,11,322,4
ID3826,Stewart,3/8/2021,13:46:34,Admin Support,N,N,,0,
ID3827,Joe,3/8/2021,13:50:53,Payment related,Y,Y,44,206,4
ID3828,Stewart,3/8/2021,13:50:53,Payment related,Y,Y,35,236,2
ID3829,Becky,3/8/2021,13:55:12,Streaming,Y,Y,17,218,1
ID3830,Dan,3/8/2021,13:55:12,Streaming,Y,Y,105,368,4
ID3831,Diane,3/8/2021,14:35:31,Streaming,N,N,,0,
ID3832,Greg,3/8/2021,14:35:31,Technical Support,N,N,,0,
ID3833,Diane,3/8/2021,15:00:00,Admin Support,Y,Y,10,34,5
ID3834,Becky,3/8/2021,15:00:00,Payment related,Y,Y,110,114,3
ID3835,Greg,3/8/2021,15:04:19,Payment related,Y,Y,41,73,5
ID3836,Stewart,3/8/2021,15:04:19,Contract related,Y,Y,46,150,4
ID3837,Martha,3/8/2021,15:25:55,Admin Support,Y,Y,109,182,3
ID3838,Becky,3/8/2021,15:25:55,Technical Support,Y,Y,18,179,5
ID3839,Becky,3/8/2021,15:40:19,Payment related,Y,Y,61,141,4
ID3840,Dan,3/8/2021,15:40:19,Streaming,Y,N,42,245,3
ID3841,Diane,3/8/2021,16:37:55,Payment related,Y,Y,105,315,3
ID3842,Martha,3/8/2021,16:37:55,Admin Support,Y,Y,85,34,3
ID3843,Becky,3/8/2021,17:00:58,Contract related,Y,N,95,305,3
ID3844,Dan,3/8/2021,17:00:58,Payment related,Y,Y,71,60,5
ID3845,Greg,3/8/2021,17:31:12,Payment related,Y,Y,15,292,3
ID3846,Becky,3/8/2021,17:31:12,Admin Support,Y,Y,21,171,5
ID3847,Diane,3/8/2021,17:38:24,Streaming,Y,N,123,123,4
ID3848,Jim,3/8/2021,17:38:24,Admin Support,Y,Y,107,239,1
ID3849,Joe,3/8/2021,17:48:29,Streaming,Y,Y,93,410,3
ID3850,Dan,3/8/2021,17:48:29,Payment related,Y,Y,110,31,4
ID3851,Diane,3/8/2021,17:48:29,Streaming,Y,Y,18,127,5
ID3852,Jim,3/8/2021,17:48:29,Contract related,Y,Y,33,283,3
ID3853,Jim,3/8/2021,17:51:22,Contract related,Y,Y,71,276,4
ID3854,Dan,3/8/2021,17:51:22,Admin Support,Y,Y,19,307,4
ID3855,Dan,3/8/2021,17:52:48,Payment related,Y,Y,93,401,4
ID3856,Diane,3/8/2021,17:52:48,Technical Support,Y,Y,43,219,1
ID3857,Diane,3/9/2021,9:18:43,Technical Support,Y,N,92,293,5
ID3858,Martha,3/9/2021,9:18:43,Contract related,Y,Y,19,314,3
ID3859,Dan,3/9/2021,9:40:19,Contract related,N,N,,0,
ID3860,Becky,3/9/2021,9:40:19,Contract related,Y,Y,66,135,1
ID3861,Greg,3/9/2021,10:13:26,Contract related,Y,Y,47,136,4
ID3862,Dan,3/9/2021,10:13:26,Technical Support,Y,Y,80,323,3
ID3863,Greg,3/9/2021,10:27:50,Streaming,Y,Y,82,217,2
ID3864,Martha,3/9/2021,10:27:50,Technical Support,Y,Y,88,171,1
ID3865,Martha,3/9/2021,10:29:17,Technical Support,Y,Y,51,86,4
ID3866,Becky,3/9/2021,10:29:17,Contract related,Y,N,41,324,3
ID3867,Diane,3/9/2021,10:30:43,Payment related,Y,Y,46,174,1
ID3868,Martha,3/9/2021,10:30:43,Technical Support,Y,Y,113,401,4
ID3869,Diane,3/9/2021,11:02:24,Admin Support,Y,Y,52,176,4
ID3870,Diane,3/9/2021,11:02:24,Technical Support,Y,Y,77,301,3
ID3871,Greg,3/9/2021,11:03:50,Streaming,Y,Y,119,116,1
ID3872,Diane,3/9/2021,11:03:50,Payment related,N,N,,0,
ID3873,Joe,3/9/2021,11:22:34,Admin Support,Y,Y,63,50,3
ID3874,Becky,3/9/2021,11:22:34,Streaming,Y,N,41,381,4
ID3875,Diane,3/9/2021,11:48:29,Contract related,Y,Y,93,400,5
ID3876,Becky,3/9/2021,11:48:29,Streaming,Y,N,63,306,2
ID3877,Diane,3/9/2021,13:22:05,Contract related,N,N,,0,
ID3878,Martha,3/9/2021,13:22:05,Streaming,Y,N,43,117,2
ID3879,Jim,3/9/2021,13:26:24,Payment related,Y,Y,88,156,4
ID3880,Stewart,3/9/2021,13:26:24,Contract related,Y,Y,100,66,4
ID3881,Diane,3/9/2021,13:45:07,Admin Support,N,N,,0,
ID3882,Stewart,3/9/2021,13:45:07,Admin Support,Y,Y,108,61,5
ID3883,Greg,3/9/2021,15:21:36,Payment related,Y,Y,88,241,3
ID3884,Diane,3/9/2021,15:21:36,Payment related,N,N,,0,
ID3885,Becky,3/9/2021,15:23:02,Contract related,Y,Y,72,283,3
ID3886,Joe,3/9/2021,15:23:02,Streaming,Y,Y,52,211,5
ID3887,Stewart,3/9/2021,15:27:22,Technical Support,Y,Y,15,283,5
ID3888,Dan,3/9/2021,15:27:22,Payment related,Y,Y,113,289,3
ID3889,Martha,3/9/2021,15:41:46,Technical Support,Y,Y,123,302,1
ID3890,Greg,3/9/2021,15:41:46,Payment related,Y,Y,97,121,4
ID3891,Becky,3/9/2021,15:43:12,Admin Support,Y,Y,22,280,3
ID3892,Greg,3/9/2021,15:43:12,Contract related,Y,Y,62,396,5
ID3893,Becky,3/9/2021,15:44:38,Contract related,Y,N,79,362,1
ID3894,Diane,3/9/2021,15:44:38,Payment related,Y,Y,85,187,4
ID3895,Stewart,3/9/2021,15:59:02,Technical Support,Y,Y,74,47,5
ID3896,Jim,3/9/2021,15:59:02,Streaming,Y,Y,61,300,4
ID3897,Diane,3/9/2021,16:52:19,Payment related,Y,Y,81,275,2
ID3898,Joe,3/9/2021,16:52:19,Admin Support,N,N,,0,
ID3899,Joe,3/9/2021,16:59:31,Contract related,Y,Y,74,377,5
ID3900,Stewart,3/9/2021,16:59:31,Contract related,Y,N,32,259,4
ID3901,Greg,3/9/2021,17:06:43,Technical Support,Y,Y,99,264,3
ID3902,Becky,3/9/2021,17:06:43,Admin Support,N,N,,0,
ID3903,Dan,3/10/2021,9:12:58,Technical Support,Y,Y,75,169,5
ID3904,Martha,3/10/2021,9:12:58,Payment related,N,N,,0,
ID3905,Dan,3/10/2021,9:18:43,Technical Support,Y,Y,114,273,5
ID3906,Greg,3/10/2021,9:18:43,Technical Support,N,N,,0,
ID3907,Jim,3/10/2021,9:51:50,Admin Support,Y,Y,50,373,3
ID3908,Jim,3/10/2021,9:51:50,Technical Support,N,N,,0,
ID3909,Jim,3/10/2021,10:06:14,Admin Support,Y,N,115,190,2
ID3910,Becky,3/10/2021,10:06:14,Admin Support,Y,Y,48,91,4
ID3911,Joe,3/10/2021,10:07:41,Payment related,Y,Y,16,115,1
ID3912,Stewart,3/10/2021,10:07:41,Technical Support,Y,Y,74,397,5
ID3913,Joe,3/10/2021,10:22:05,Payment related,N,N,,0,
ID3914,Greg,3/10/2021,10:22:05,Contract related,N,N,,0,
ID3915,Greg,3/10/2021,10:26:24,Streaming,N,N,,0,
ID3916,Stewart,3/10/2021,10:26:24,Streaming,Y,Y,37,305,5
ID3917,Martha,3/10/2021,12:04:19,Payment related,Y,Y,125,122,3
ID3918,Diane,3/10/2021,12:04:19,Admin Support,Y,Y,42,235,3
ID3919,Jim,3/10/2021,12:48:58,Payment related,N,N,,0,
ID3920,Becky,3/10/2021,12:48:58,Streaming,Y,Y,43,36,3
ID3921,Becky,3/10/2021,13:29:17,Streaming,Y,Y,74,160,4
ID3922,Joe,3/10/2021,13:29:17,Admin Support,Y,Y,90,297,3
ID3923,Greg,3/10/2021,13:32:10,Contract related,N,N,,0,
ID3924,Jim,3/10/2021,13:32:10,Admin Support,Y,Y,84,382,5
ID3925,Joe,3/10/2021,13:42:14,Payment related,Y,Y,51,405,3
ID3926,Diane,3/10/2021,13:42:14,Contract related,N,N,,0,
ID3927,Diane,3/10/2021,13:45:07,Streaming,Y,N,90,263,3
ID3928,Joe,3/10/2021,13:45:07,Admin Support,Y,Y,82,49,3
ID3929,Greg,3/10/2021,13:48:00,Admin Support,Y,Y,77,246,3
ID3930,Martha,3/10/2021,13:48:00,Technical Support,N,N,,0,
ID3931,Greg,3/10/2021,13:56:38,Contract related,Y,Y,116,31,3
ID3932,Stewart,3/10/2021,13:56:38,Payment related,Y,Y,120,84,3
ID3933,Dan,3/10/2021,14:00:58,Payment related,Y,Y,13,266,1
ID3934,Dan,3/10/2021,14:00:58,Streaming,Y,Y,26,181,3
ID3935,Stewart,3/10/2021,15:17:17,Contract related,Y,Y,93,138,3
ID3936,Dan,3/10/2021,15:17:17,Contract related,Y,Y,20,33,3
ID3937,Stewart,3/10/2021,15:24:29,Contract related,N,N,,0,
ID3938,Joe,3/10/2021,15:24:29,Streaming,Y,Y,113,78,1
ID3939,Stewart,3/10/2021,16:00:29,Streaming,N,N,,0,
ID3940,Joe,3/10/2021,16:00:29,Payment related,Y,Y,113,375,2
ID3941,Greg,3/10/2021,16:30:43,Streaming,Y,Y,44,197,5
ID3942,Becky,3/10/2021,16:30:43,Payment related,Y,Y,103,83,3
ID3943,Greg,3/10/2021,16:46:34,Streaming,Y,Y,92,383,2
ID3944,Dan,3/10/2021,16:46:34,Streaming,Y,N,92,260,3
ID3945,Dan,3/10/2021,17:05:17,Streaming,Y,Y,33,314,5
ID3946,Dan,3/10/2021,17:05:17,Contract related,Y,Y,24,280,5
ID3947,Greg,3/10/2021,17:35:31,Streaming,Y,Y,84,123,3
ID3948,Jim,3/10/2021,17:35:31,Technical Support,Y,Y,99,167,3
ID3949,Stewart,3/11/2021,9:10:05,Technical Support,N,N,,0,
ID3950,Diane,3/11/2021,9:10:05,Technical Support,Y,Y,58,136,5
ID3951,Joe,3/11/2021,9:38:53,Streaming,N,N,,0,
ID3952,Greg,3/11/2021,9:38:53,Admin Support,Y,Y,27,88,1
ID3953,Greg,3/11/2021,9:40:19,Payment related,Y,Y,48,44,3
ID3954,Jim,3/11/2021,9:40:19,Contract related,Y,Y,86,397,5
ID3955,Dan,3/11/2021,9:57:36,Streaming,N,N,,0,
ID3956,Greg,3/11/2021,9:57:36,Technical Support,Y,Y,82,317,3
ID3957,Jim,3/11/2021,10:01:55,Technical Support,Y,Y,54,252,4
ID3958,Dan,3/11/2021,10:01:55,Technical Support,Y,Y,87,381,4
ID3959,Diane,3/11/2021,10:09:07,Admin Support,Y,Y,114,375,5
ID3960,Jim,3/11/2021,10:09:07,Admin Support,N,N,,0,
ID3961,Jim,3/11/2021,10:24:58,Admin Support,Y,Y,104,48,5
ID3962,Stewart,3/11/2021,10:24:58,Streaming,Y,Y,81,170,5
ID3963,Greg,3/11/2021,10:30:43,Payment related,Y,Y,120,237,4
ID3964,Greg,3/11/2021,10:30:43,Payment related,N,N,,0,
ID3965,Becky,3/11/2021,10:49:26,Contract related,Y,Y,72,311,3
ID3966,Stewart,3/11/2021,10:49:26,Admin Support,Y,Y,57,178,3
ID3967,Greg,3/11/2021,10:50:53,Admin Support,Y,Y,74,48,5
ID3968,Joe,3/11/2021,10:50:53,Streaming,Y,Y,53,342,3
ID3969,Greg,3/11/2021,11:00:58,Payment related,Y,Y,79,137,3
ID3970,Martha,3/11/2021,11:00:58,Streaming,Y,Y,100,360,3
ID3971,Dan,3/11/2021,11:26:53,Streaming,Y,Y,116,271,3
ID3972,Diane,3/11/2021,11:26:53,Technical Support,N,N,,0,
ID3973,Martha,3/11/2021,11:38:24,Streaming,Y,Y,14,104,5
ID3974,Joe,3/11/2021,11:38:24,Streaming,Y,Y,92,101,5
ID3975,Jim,3/11/2021,12:02:53,Admin Support,Y,Y,92,150,1
ID3976,Joe,3/11/2021,12:02:53,Contract related,Y,Y,78,384,4
ID3977,Martha,3/11/2021,12:20:10,Technical Support,Y,Y,36,42,3
ID3978,Jim,3/11/2021,12:20:10,Streaming,N,N,,0,
ID3979,Greg,3/11/2021,12:20:10,Payment related,Y,Y,20,272,2
ID3980,Dan,3/11/2021,12:20:10,Technical Support,Y,N,29,303,5
ID3981,Stewart,3/11/2021,12:31:41,Payment related,Y,Y,119,411,3
ID3982,Martha,3/11/2021,12:31:41,Payment related,Y,Y,67,310,5
ID3983,Jim,3/11/2021,12:38:53,Streaming,N,N,,0,
ID3984,Martha,3/11/2021,12:38:53,Streaming,Y,Y,102,74,1
ID3985,Martha,3/11/2021,12:56:10,Streaming,Y,Y,72,324,4
ID3986,Diane,3/11/2021,12:56:10,Admin Support,Y,Y,107,118,5
ID3987,Greg,3/11/2021,12:57:36,Streaming,N,N,,0,
ID3988,Becky,3/11/2021,12:57:36,Admin Support,N,N,,0,
ID3989,Joe,3/11/2021,13:32:10,Payment related,Y,N,106,91,4
ID3990,Joe,3/11/2021,13:32:10,Admin Support,Y,Y,68,256,2
ID3991,Dan,3/11/2021,13:40:48,Technical Support,Y,Y,44,398,3
ID3992,Becky,3/11/2021,13:40:48,Admin Support,Y,Y,96,214,1
ID3993,Diane,3/11/2021,13:50:53,Payment related,N,N,,0,
ID3994,Stewart,3/11/2021,13:50:53,Technical Support,Y,Y,53,34,4
ID3995,Dan,3/11/2021,13:56:38,Streaming,Y,Y,100,65,1
ID3996,Becky,3/11/2021,13:56:38,Streaming,Y,Y,75,115,2
ID3997,Jim,3/11/2021,13:59:31,Payment related,Y,Y,109,259,3
ID3998,Joe,3/11/2021,13:59:31,Payment related,Y,Y,95,134,4
ID3999,Stewart,3/11/2021,14:22:34,Contract related,Y,Y,69,59,4
ID4000,Becky,3/11/2021,14:22:34,Streaming,Y,Y,113,175,5
ID4001,Joe,3/11/2021,14:26:53,Admin Support,Y,Y,108,92,2
ID4002,Joe,3/11/2021,14:26:53,Streaming,Y,Y,46,320,2
ID4003,Joe,3/11/2021,14:28:19,Payment related,Y,Y,71,108,1
ID4004,Diane,3/11/2021,14:28:19,Admin Support,Y,Y,124,172,2
ID4005,Martha,3/11/2021,15:21:36,Technical Support,Y,Y,79,61,4
ID4006,Diane,3/11/2021,15:21:36,Payment related,Y,N,111,154,5
ID4007,Dan,3/11/2021,15:24:29,Payment related,Y,Y,27,43,4
ID4008,Becky,3/11/2021,15:24:29,Streaming,Y,Y,69,222,4
ID4009,Joe,3/11/2021,15:34:34,Payment related,Y,Y,121,316,1
ID4010,Stewart,3/11/2021,15:34:34,Streaming,Y,Y,16,375,3
ID4011,Stewart,3/11/2021,15:59:02,Contract related,N,N,,0,
ID4012,Jim,3/11/2021,15:59:02,Streaming,Y,N,35,368,5
ID4013,Becky,3/11/2021,16:10:34,Streaming,Y,Y,85,224,3
ID4014,Dan,3/11/2021,16:10:34,Admin Support,Y,Y,73,177,2
ID4015,Martha,3/11/2021,16:13:26,Payment related,Y,Y,101,297,3
ID4016,Jim,3/11/2021,16:13:26,Admin Support,Y,Y,89,268,2
ID4017,Diane,3/11/2021,17:34:05,Technical Support,Y,Y,70,301,5
ID4018,Diane,3/11/2021,17:34:05,Contract related,Y,Y,52,332,3
ID4019,Jim,3/11/2021,17:39:50,Contract related,N,N,,0,
ID4020,Dan,3/11/2021,17:39:50,Streaming,Y,Y,91,57,1
ID4021,Joe,3/11/2021,17:39:50,Payment related,N,N,,0,
ID4022,Diane,3/11/2021,17:39:50,Technical Support,Y,Y,18,344,5
ID4023,Martha,3/12/2021,9:11:31,Contract related,Y,N,32,276,1
ID4024,Greg,3/12/2021,9:11:31,Payment related,Y,Y,71,300,3
ID4025,Stewart,3/12/2021,9:36:00,Technical Support,Y,Y,54,155,4
ID4026,Dan,3/12/2021,9:36:00,Contract related,Y,Y,121,264,4
ID4027,Dan,3/12/2021,9:57:36,Technical Support,Y,Y,59,67,3
ID4028,Jim,3/12/2021,9:57:36,Contract related,Y,Y,59,63,2
ID4029,Jim,3/12/2021,10:01:55,Payment related,Y,Y,108,200,5
ID4030,Stewart,3/12/2021,10:01:55,Technical Support,Y,Y,35,131,4
ID4031,Stewart,3/12/2021,10:03:22,Payment related,Y,Y,22,331,5
ID4032,Diane,3/12/2021,10:03:22,Technical Support,Y,Y,37,269,5
ID4033,Martha,3/12/2021,10:09:07,Payment related,Y,Y,14,412,3
ID4034,Greg,3/12/2021,10:09:07,Payment related,N,N,,0,
ID4035,Martha,3/12/2021,10:12:00,Payment related,Y,Y,73,61,3
ID4036,Joe,3/12/2021,10:12:00,Streaming,N,N,,0,
ID4037,Diane,3/12/2021,10:22:05,Admin Support,N,N,,0,
ID4038,Jim,3/12/2021,10:22:05,Technical Support,Y,Y,63,175,1
ID4039,Jim,3/12/2021,10:42:14,Technical Support,Y,Y,64,350,4
ID4040,Joe,3/12/2021,10:42:14,Technical Support,Y,Y,17,340,3
ID4041,Diane,3/12/2021,11:12:29,Contract related,Y,Y,42,159,4
ID4042,Diane,3/12/2021,11:12:29,Technical Support,Y,Y,121,247,1
ID4043,Diane,3/12/2021,11:13:55,Payment related,Y,Y,56,209,4
ID4044,Joe,3/12/2021,11:13:55,Technical Support,Y,Y,123,315,4
ID4045,Diane,3/12/2021,11:16:48,Admin Support,Y,Y,27,49,5
ID4046,Dan,3/12/2021,11:16:48,Technical Support,Y,Y,46,229,4
ID4047,Diane,3/12/2021,12:01:26,Technical Support,Y,Y,117,127,2
ID4048,Becky,3/12/2021,12:01:26,Payment related,N,N,,0,
ID4049,Greg,3/12/2021,12:57:36,Contract related,Y,Y,64,321,3
ID4050,Jim,3/12/2021,12:57:36,Contract related,Y,Y,20,168,4
ID4051,Stewart,3/12/2021,13:29:17,Contract related,Y,Y,21,394,5
ID4052,Greg,3/12/2021,13:29:17,Technical Support,N,N,,0,
ID4053,Dan,3/12/2021,14:00:58,Streaming,Y,N,118,157,3
ID4054,Stewart,3/12/2021,14:00:58,Admin Support,Y,Y,105,328,2
ID4055,Joe,3/12/2021,14:18:14,Technical Support,Y,Y,117,46,4
ID4056,Martha,3/12/2021,14:18:14,Payment related,Y,N,16,213,4
ID4057,Joe,3/12/2021,14:31:12,Admin Support,Y,Y,110,121,5
ID4058,Diane,3/12/2021,14:31:12,Admin Support,N,N,,0,
ID4059,Stewart,3/12/2021,14:32:38,Admin Support,Y,Y,57,125,5
ID4060,Joe,3/12/2021,14:32:38,Technical Support,Y,Y,105,410,3
ID4061,Greg,3/12/2021,14:57:07,Admin Support,Y,Y,95,372,5
